Price,Adj Close,Close,High,Low,Open,Volume
Ticker,600519.SS,600519.SS,600519.SS,600519.SS,600519.SS,600519.SS
Date,,,,,,
2022-01-04,1911.4053955078125,2051.22998046875,2068.949951171875,2014.0,2055.0,3384262
2022-01-05,1886.031494140625,2024.0,2065.0,2018.0,2045.0,2839551
2022-01-06,1847.099609375,1982.219970703125,2036.0,1938.510009765625,2022.010009765625,5179475
2022-01-07,1809.62109375,1942.0,1988.8800048828125,1939.3199462890625,1975.0,2981669
2022-01-10,1831.9852294921875,1966.0,1977.0,1917.550048828125,1928.010009765625,2962670
2022-01-11,1808.27001953125,1940.550048828125,1965.0,1931.1700439453125,1948.0,2227664
2022-01-12,1832.9169921875,1967.0,1978.800048828125,1948.0,1948.0,2747410
2022-01-13,1749.4154052734375,1877.3900146484375,1967.989990234375,1865.56005859375,1964.8199462890625,5674735
2022-01-14,1739.7337646484375,1867.0,1893.0,1863.0,1877.3900146484375,2932164
2022-01-17,1734.7110595703125,1861.6099853515625,1878.300048828125,1835.3399658203125,1868.0,2735382
2022-01-18,1763.2811279296875,1892.27001953125,1908.8499755859375,1852.0,1861.6800537109375,3121577
2022-01-19,1781.666259765625,1912.0,1919.0,1888.8800048828125,1919.0,2637094
2022-01-20,1835.2652587890625,1969.52001953125,1979.989990234375,1916.0,1916.0,3401391
2022-01-21,1849.6806640625,1984.989990234375,1993.489990234375,1951.010009765625,1960.0,3081258
2022-01-24,1817.26220703125,1950.199951171875,1984.0,1931.43994140625,1955.0,2398580
2022-01-25,1810.552978515625,1943.0,1966.0,1931.0,1943.0,2551012
2022-01-26,1821.735107421875,1955.0,1969.0,1919.0,1942.0400390625,2390513
2022-01-27,1831.0533447265625,1965.0,2010.8199462890625,1952.0,2001.010009765625,4266516
2022-01-28,1758.370361328125,1887.0,1968.0,1880.010009765625,1955.0,4102011
2022-02-07,1740.628173828125,1867.9599609375,1913.56005859375,1850.0,1900.989990234375,3515042
2022-02-08,1713.642333984375,1839.0,1872.8699951171875,1790.0,1868.8800048828125,4171306
2022-02-09,1766.73828125,1895.97998046875,1908.0,1826.969970703125,1839.0899658203125,3388479
2022-02-10,1745.3245849609375,1873.0,1905.9000244140625,1857.3900146484375,1900.0,2303183
2022-02-11,1723.864501953125,1849.969970703125,1900.7900390625,1841.0,1857.0,3374649
2022-02-14,1741.289794921875,1868.6700439453125,1877.0,1837.31005859375,1840.0,2019587
2022-02-15,1761.7435302734375,1890.6199951171875,1911.0,1859.0,1868.800048828125,2710586
2022-02-16,1763.5421142578125,1892.550048828125,1907.0,1888.0,1900.0,1458685
2022-02-17,1758.3609619140625,1886.989990234375,1911.47998046875,1881.0,1900.6099853515625,1821366
2022-02-18,1777.0069580078125,1907.0,1907.97998046875,1865.6600341796875,1877.6300048828125,1938549
2022-02-21,1749.0426025390625,1876.989990234375,1906.9000244140625,1868.949951171875,1900.0,2081573
2022-02-22,1684.63427734375,1807.8699951171875,1861.0,1800.02001953125,1860.010009765625,5229881
2022-02-23,1702.4697265625,1827.010009765625,1834.0,1800.0799560546875,1811.4100341796875,2811161
2022-02-24,1643.8572998046875,1764.1099853515625,1813.989990234375,1748.0999755859375,1808.0,6535925
2022-02-25,1676.4248046875,1799.06005859375,1808.280029296875,1775.0,1775.0,3897913
2022-02-28,1668.355224609375,1790.4000244140625,1797.0,1767.0,1787.06005859375,2892303
2022-03-01,1731.7943115234375,1858.47998046875,1863.5699462890625,1802.0,1802.0,4737930
2022-03-02,1719.1214599609375,1844.8800048828125,1850.989990234375,1825.0,1840.0,2007448
2022-03-03,1677.30078125,1800.0,1850.25,1794.0,1845.800048828125,3154693
2022-03-04,1659.1300048828125,1780.5,1792.8900146484375,1755.0999755859375,1772.0,3104703
2022-03-07,1590.6402587890625,1707.0,1768.0,1703.800048828125,1760.199951171875,4915581
2022-03-08,1633.6910400390625,1753.199951171875,1786.6600341796875,1732.0,1759.97998046875,5721546
2022-03-09,1657.9000244140625,1779.1800537109375,1805.0,1721.1099853515625,1764.0999755859375,5643442
2022-03-10,1672.110595703125,1794.4300537109375,1821.0,1791.0,1808.0,3646178
2022-03-11,1648.4232177734375,1769.010009765625,1777.0,1718.0799560546875,1766.0,4772677
2022-03-14,1584.117431640625,1700.0,1750.0,1700.0,1730.0,4900661
2022-03-15,1493.7294921875,1603.0,1685.0,1603.0,1650.0,8905587
2022-03-16,1560.77490234375,1674.949951171875,1683.9000244140625,1593.0,1634.0,7759281
2022-03-17,1602.8939208984375,1720.1500244140625,1755.0,1711.6600341796875,1720.0,6835196
2022-03-18,1591.3765869140625,1707.7900390625,1745.0,1692.280029296875,1718.0,3834868
2022-03-21,1588.1243896484375,1704.300048828125,1725.6500244140625,1695.010009765625,1724.0,2787716
2022-03-22,1579.4581298828125,1695.0,1723.8800048828125,1686.3299560546875,1723.8800048828125,2105404
2022-03-23,1632.7496337890625,1752.18994140625,1770.0,1697.0,1705.0,5806739
2022-03-24,1603.6207275390625,1720.9300537109375,1740.0,1717.3499755859375,1738.0,2581532
2022-03-25,1574.7991943359375,1690.0,1734.0,1685.0,1712.0,2970866
2022-03-28,1547.589599609375,1660.800048828125,1664.800048828125,1604.0,1625.0,5754164
2022-03-29,1553.366943359375,1667.0,1691.5,1661.5,1661.5,2593498
2022-03-30,1612.1654052734375,1730.0999755859375,1730.0999755859375,1695.0,1698.0,4243343
2022-03-31,1601.822265625,1719.0,1738.5999755859375,1708.800048828125,1720.0,2517386
2022-04-01,1658.673583984375,1780.010009765625,1793.0,1721.68994140625,1729.93994140625,4486191
2022-04-06,1644.6866455078125,1765.0,1788.72998046875,1753.0,1753.0,2781977
2022-04-07,1644.6866455078125,1765.0,1785.0,1750.0999755859375,1758.0,2019571
2022-04-08,1662.3914794921875,1784.0,1788.699951171875,1766.5400390625,1768.0,2294132
2022-04-11,1602.754150390625,1720.0,1770.0,1706.030029296875,1770.0,4386359
2022-04-12,1660.5279541015625,1782.0,1787.969970703125,1708.0,1729.0,4162956
2022-04-13,1648.4139404296875,1769.0,1795.0,1751.0799560546875,1767.0,3114766
2022-04-14,1685.6873779296875,1809.0,1835.9000244140625,1780.199951171875,1788.0,3764986
2022-04-15,1682.882568359375,1805.989990234375,1818.0,1795.8900146484375,1802.199951171875,2104113
2022-04-18,1668.746337890625,1790.8199462890625,1798.0,1768.0,1781.1300048828125,1979315
2022-04-19,1668.2620849609375,1790.300048828125,1832.989990234375,1775.5,1800.0,2420476
2022-04-20,1674.50537109375,1797.0,1820.0,1768.6800537109375,1801.68994140625,2415572
2022-04-21,1658.645263671875,1779.97998046875,1806.0,1770.0,1790.199951171875,2895261
2022-04-22,1652.141357421875,1773.0,1787.8800048828125,1760.1800537109375,1763.0,2789975
2022-04-25,1591.5721435546875,1708.0,1776.5,1702.0,1750.0,5365802
2022-04-26,1614.38330078125,1732.47998046875,1748.97998046875,1700.0,1703.3299560546875,4456396
2022-04-27,1672.567138671875,1794.9200439453125,1810.0,1767.1199951171875,1767.1199951171875,5740244
2022-04-28,1709.9150390625,1835.0,1845.0,1786.5,1793.0,4401006
2022-04-29,1703.7462158203125,1828.3800048828125,1849.0,1810.97998046875,1836.0,3488527
2022-05-05,1711.778564453125,1837.0,1870.0,1828.97998046875,1830.0,3366094
2022-05-06,1670.778076171875,1793.0,1819.0,1781.0,1814.989990234375,2859618
2022-05-09,1632.57275390625,1752.0,1780.0,1738.0,1780.0,3035182
2022-05-10,1645.7955322265625,1766.18994140625,1784.9599609375,1705.010009765625,1720.0,4011919
2022-05-11,1647.482177734375,1768.0,1788.47998046875,1752.0,1755.0,3031267
2022-05-12,1642.515380859375,1762.6700439453125,1778.0,1750.0,1753.0,2203823
2022-05-13,1657.0240478515625,1778.239990234375,1797.93994140625,1766.0,1780.0,2073052
2022-05-16,1638.163818359375,1758.0,1797.0,1742.6700439453125,1797.0,2776531
2022-05-17,1647.482177734375,1768.0,1775.0,1755.0,1769.8800048828125,2014474
2022-05-18,1640.9593505859375,1761.0,1773.9200439453125,1743.02001953125,1773.6600341796875,2485044
2022-05-19,1636.300048828125,1756.0,1757.0,1739.0,1745.0,1977626
2022-05-20,1677.31005859375,1800.010009765625,1801.1500244140625,1752.0,1759.989990234375,4194960
2022-05-23,1659.595947265625,1781.0,1803.8900146484375,1772.0,1800.0,2215713
2022-05-24,1640.0274658203125,1760.0,1787.0,1755.5,1786.0,2734222
2022-05-25,1635.843505859375,1755.510009765625,1772.0,1747.0,1765.27001953125,2238869
2022-05-26,1623.9998779296875,1742.800048828125,1761.0,1730.0,1761.0,2805344
2022-05-27,1635.517333984375,1755.1600341796875,1780.0,1753.010009765625,1759.989990234375,2511958
2022-05-30,1657.1826171875,1778.4100341796875,1790.550048828125,1766.0,1766.0,3446569
2022-05-31,1681.05615234375,1804.030029296875,1814.9000244140625,1766.97998046875,1774.77001953125,4075082
2022-06-01,1666.351806640625,1788.25,1814.780029296875,1779.0,1802.0,2176001
2022-06-02,1664.255126953125,1786.0,1795.800048828125,1780.0,1787.969970703125,1691473
2022-06-06,1666.1187744140625,1788.0,1795.0,1758.0,1790.0,3674126
2022-06-07,1693.980712890625,1817.9000244140625,1825.0,1770.31005859375,1784.1400146484375,3504859
2022-06-08,1738.428955078125,1865.5999755859375,1882.0,1825.0,1825.0,4435381
2022-06-09,1726.68798828125,1853.0,1888.3499755859375,1849.0,1872.0,2632902
2022-06-10,1771.043212890625,1900.5999755859375,1907.0,1835.0,1845.010009765625,4734462
2022-06-13,1729.4835205078125,1856.0,1892.0,1848.0799560546875,1890.0,3675518
2022-06-14,1743.4609375,1871.0,1875.4200439453125,1832.0,1834.0,2941623
2022-06-15,1747.2813720703125,1875.0999755859375,1905.0,1862.989990234375,1870.0,3366362
2022-06-16,1749.0518798828125,1877.0,1907.6300048828125,1875.3299560546875,1894.5899658203125,2688670
2022-06-17,1818.007568359375,1951.0,1952.0,1878.0899658203125,1878.0899658203125,5054161
2022-06-20,1809.639892578125,1942.02001953125,1970.0,1930.0,1950.0,3497478
2022-06-21,1813.1063232421875,1945.739990234375,1966.989990234375,1928.0,1949.0,2371702
2022-06-22,1804.0301513671875,1936.0,1958.0,1932.0,1955.0,1964665
2022-06-23,1823.69189453125,1957.0999755859375,1965.0400390625,1940.0,1942.699951171875,2684352
2022-06-24,1872.0633544921875,2009.010009765625,2020.0,1965.0,1970.0,3963465
2022-06-27,1873.4984130859375,2010.550048828125,2049.93994140625,2000.300048828125,2019.93994140625,4011517
2022-06-28,1897.213623046875,2036.0,2041.0,2001.0,2019.739990234375,2524571
2022-06-29,1891.62255859375,2030.0,2042.0,2011.010009765625,2028.0,3036012
2022-06-30,1926.1663818359375,2045.0,2077.0,1999.989990234375,2000.0,3898243
2022-07-01,1911.143310546875,2029.050048828125,2067.77001953125,2015.2099609375,2055.0,2159645
2022-07-04,1900.7352294921875,2018.0,2024.2900390625,2001.010009765625,2020.010009765625,2507589
2022-07-05,1914.8731689453125,2033.010009765625,2054.449951171875,2010.0,2025.280029296875,2632940
2022-07-06,1885.6650390625,2002.0,2039.0,1986.0,2032.0,3275166
2022-07-07,1874.3624267578125,1990.0,2009.3499755859375,1985.010009765625,2005.0,2093177
2022-07-08,1882.83935546875,1999.0,2014.8900146484375,1996.1600341796875,2005.0,1564389
2022-07-11,1849.49658203125,1963.5999755859375,1994.77001953125,1950.5,1990.199951171875,2394921
2022-07-12,1835.189208984375,1948.4100341796875,1972.800048828125,1930.06005859375,1965.0,2344686
2022-07-13,1845.060302734375,1958.8900146484375,1972.0,1940.6700439453125,1945.0,1985377
2022-07-14,1839.512451171875,1953.0,1976.800048828125,1941.0,1960.0,2052724
2022-07-15,1836.2158203125,1949.5,1999.6800537109375,1944.510009765625,1945.1099853515625,3341623
2022-07-18,1838.250244140625,1951.6600341796875,1959.0,1922.0,1952.3599853515625,2422072
2022-07-19,1830.1876220703125,1943.0999755859375,1951.6500244140625,1926.0,1945.0,2195603
2022-07-20,1836.7808837890625,1950.0999755859375,1970.0,1945.0,1958.75,1870461
2022-07-21,1826.325927734375,1939.0,1955.9000244140625,1934.510009765625,1943.0999755859375,1406137
2022-07-22,1833.8612060546875,1947.0,1962.0,1935.0,1949.219970703125,2511357
2022-07-25,1831.6478271484375,1944.6500244140625,1952.300048828125,1931.0,1949.510009765625,1691244
2022-07-26,1836.8846435546875,1950.2099609375,1964.969970703125,1947.02001953125,1952.989990234375,2068510
2022-07-27,1808.05322265625,1919.5999755859375,1948.0,1917.0,1942.0,2148987
2022-07-28,1787.7083740234375,1898.0,1938.0,1892.6600341796875,1921.0999755859375,3486986
2022-07-29,1788.122802734375,1898.43994140625,1918.989990234375,1878.0999755859375,1895.0999755859375,3703236
2022-08-01,1780.4560546875,1890.300048828125,1908.0,1881.1800537109375,1890.010009765625,2103741
2022-08-02,1770.7354736328125,1879.97998046875,1887.97998046875,1858.010009765625,1880.0,2822088
2022-08-03,1775.4638671875,1885.0,1904.0,1877.0,1889.989990234375,2459842
2022-08-04,1804.6719970703125,1916.010009765625,1923.0999755859375,1880.1300048828125,1890.0,3035714
2022-08-05,1812.159912109375,1923.9599609375,1935.0,1904.9000244140625,1927.800048828125,2008584
2022-08-08,1800.4522705078125,1911.530029296875,1932.8800048828125,1907.510009765625,1915.1500244140625,1679901
2022-08-09,1799.010986328125,1910.0,1918.989990234375,1905.0,1911.530029296875,1387461
2022-08-10,1766.98681640625,1876.0,1918.0,1864.5799560546875,1909.97998046875,2792662
2022-08-11,1796.09130859375,1906.9000244140625,1907.0,1878.010009765625,1886.0,2606149
2022-08-12,1815.9652099609375,1928.0,1930.0,1900.0,1906.9000244140625,2025983
2022-08-15,1808.326416015625,1919.8900146484375,1939.5,1915.550048828125,1920.4599609375,1932314
2022-08-16,1806.3953857421875,1917.8399658203125,1933.7900390625,1916.0,1923.93994140625,1483584
2022-08-17,1806.54638671875,1918.0,1930.0,1895.0,1930.0,1836063
2022-08-18,1785.353759765625,1895.5,1913.0799560546875,1881.0699462890625,1908.0,2316777
2022-08-19,1784.8922119140625,1895.010009765625,1908.3499755859375,1888.0,1898.0,1354417
2022-08-22,1783.922119140625,1893.97998046875,1907.0,1881.3800048828125,1885.010009765625,1542667
2022-08-23,1761.344970703125,1870.010009765625,1898.5999755859375,1867.0,1898.5999755859375,2375636
2022-08-24,1746.45361328125,1854.199951171875,1875.22998046875,1851.0,1869.989990234375,1872761
2022-08-25,1775.4638671875,1885.0,1888.0,1854.199951171875,1859.0,2192534
2022-08-26,1787.7083740234375,1898.0,1912.0,1886.0,1900.0,2314195
2022-08-29,1769.6429443359375,1878.8199462890625,1899.969970703125,1874.0,1883.0,1356962
2022-08-30,1761.33544921875,1870.0,1885.0,1854.199951171875,1882.3499755859375,1823539
2022-08-31,1812.1976318359375,1924.0,1925.56005859375,1860.010009765625,1860.0999755859375,4469151
2022-09-01,1771.5927734375,1880.8900146484375,1916.0,1880.8900146484375,1912.1500244140625,2684508
2022-09-02,1766.0450439453125,1875.0,1892.9599609375,1866.1700439453125,1889.93994140625,1939132
2022-09-05,1728.3692626953125,1835.0,1869.0,1820.0,1862.6400146484375,3682187
2022-09-06,1737.788330078125,1845.0,1848.199951171875,1825.0,1835.3599853515625,2083004
2022-09-07,1712.3668212890625,1818.010009765625,1837.6600341796875,1811.010009765625,1835.030029296875,2830616
2022-09-08,1709.5316162109375,1815.0,1832.0,1815.0,1820.0,1659057
2022-09-09,1737.5904541015625,1844.7900390625,1852.0,1816.0,1825.0,2708986
2022-09-13,1769.8125,1879.0,1888.3800048828125,1858.22998046875,1880.0,2869309
2022-09-14,1760.3935546875,1869.0,1880.0,1863.0,1864.010009765625,1604157
2022-09-15,1770.75439453125,1880.0,1893.1199951171875,1869.9599609375,1870.0,2081021
2022-09-16,1750.9747314453125,1859.0,1885.5999755859375,1855.1099853515625,1871.800048828125,2412127
2022-09-19,1762.8802490234375,1871.6400146484375,1888.5899658203125,1852.8800048828125,1855.0,1858351
2022-09-20,1768.8707275390625,1878.0,1884.5999755859375,1858.550048828125,1869.97998046875,1411630
2022-09-21,1740.6138916015625,1848.0,1883.0,1848.0,1876.6700439453125,2099454
2022-09-22,1715.0040283203125,1820.81005859375,1841.02001953125,1816.8499755859375,1840.0,2270429
2022-09-23,1727.8323974609375,1834.4300537109375,1855.0,1820.81005859375,1820.81005859375,2828769
2022-09-26,1754.7423095703125,1863.0,1888.0,1819.97998046875,1820.0,3513492
2022-09-27,1778.28955078125,1888.0,1897.0,1851.1099853515625,1868.8599853515625,2882019
2022-09-28,1773.5802001953125,1883.0,1899.4000244140625,1874.010009765625,1880.5,2144597
2022-09-29,1771.0841064453125,1880.3499755859375,1902.1800537109375,1871.1300048828125,1897.97998046875,2158966
2022-09-30,1763.690185546875,1872.5,1901.989990234375,1866.0,1898.6199951171875,2128908
2022-10-10,1682.216796875,1786.0,1891.0,1780.199951171875,1890.0,4858413
2022-10-11,1676.555908203125,1779.989990234375,1806.0,1760.0,1789.0,3204719
2022-10-12,1657.7275390625,1760.0,1779.0,1708.0,1773.6600341796875,4819500
2022-10-13,1601.2047119140625,1699.989990234375,1735.0,1697.0,1720.4599609375,6396927
2022-10-14,1636.638671875,1737.6099853515625,1755.0,1701.93994140625,1710.0,4651970
2022-10-17,1618.6390380859375,1718.5,1727.989990234375,1697.800048828125,1726.0,3354951
2022-10-18,1606.705322265625,1705.8299560546875,1730.0,1701.0,1725.0,2808277
2022-10-19,1552.2357177734375,1648.0,1701.97998046875,1648.0,1701.97998046875,6012093
2022-10-20,1547.997314453125,1643.5,1668.4300537109375,1611.0,1621.0,4277807
2022-10-21,1529.6304931640625,1624.0,1647.800048828125,1610.0,1640.0,3890740
2022-10-24,1414.041748046875,1501.280029296875,1589.0,1488.010009765625,1570.0,13209804
2022-10-25,1393.7626953125,1479.75,1515.0,1472.0,1479.4200439453125,8136156
2022-10-26,1379.003173828125,1464.0799560546875,1514.989990234375,1460.0,1488.800048828125,8178083
2022-10-27,1319.5887451171875,1401.0,1487.97998046875,1383.8499755859375,1480.0,10710590
2022-10-28,1280.97119140625,1360.0,1406.0,1358.7099609375,1390.77001953125,9314275
2022-10-31,1271.5523681640625,1350.0,1382.010009765625,1333.0,1350.0,7184665
2022-11-01,1377.053466796875,1462.010009765625,1469.4000244140625,1359.0,1359.0,11876648
2022-11-02,1386.4254150390625,1471.9599609375,1506.0,1436.0,1460.0,7977715
2022-11-03,1355.8516845703125,1439.5,1462.5,1428.0999755859375,1443.5699462890625,4515970
2022-11-04,1428.443115234375,1516.5699462890625,1527.77001953125,1437.9599609375,1437.9599609375,8000795
2022-11-07,1419.5328369140625,1507.1099853515625,1518.47998046875,1486.5899658203125,1494.050048828125,4269835
2022-11-08,1398.5946044921875,1484.8800048828125,1517.989990234375,1468.9599609375,1508.0,3932491
2022-11-09,1375.066162109375,1459.9000244140625,1488.8800048828125,1450.0,1483.949951171875,3609016
2022-11-10,1389.2886962890625,1475.0,1485.0,1435.1500244140625,1444.0,3771967
2022-11-11,1439.3502197265625,1528.1500244140625,1544.449951171875,1494.97998046875,1528.0,7394715
2022-11-14,1443.91845703125,1533.0,1563.530029296875,1528.0,1543.5,5737015
2022-11-15,1495.7222900390625,1588.0,1598.969970703125,1521.0,1532.0,5631760
2022-11-16,1493.132080078125,1585.25,1598.0,1568.0,1581.0,2684776
2022-11-17,1475.942626953125,1567.0,1596.300048828125,1552.8800048828125,1590.5,3057988
2022-11-18,1476.065185546875,1567.1300048828125,1584.0,1556.0,1576.0,2360871
2022-11-21,1431.6549072265625,1519.97998046875,1541.3499755859375,1498.530029296875,1541.3499755859375,3909600
2022-11-22,1450.46435546875,1539.949951171875,1559.739990234375,1516.1099853515625,1517.43994140625,2990062
2022-11-23,1458.98876953125,1549.0,1557.0,1521.0400390625,1528.0,2217746
2022-11-24,1431.66455078125,1519.989990234375,1568.8800048828125,1513.97998046875,1559.0,2768738
2022-11-25,1433.5670166015625,1522.010009765625,1532.0,1510.0,1520.510009765625,1862104
2022-11-28,1422.141845703125,1509.8800048828125,1515.0,1451.0,1484.780029296875,4772321
2022-11-29,1506.083251953125,1599.0,1600.0,1551.0,1569.56005859375,7342013
2022-11-30,1506.083251953125,1599.0,1604.0,1585.0,1587.1199951171875,3149730
2022-12-01,1536.0352783203125,1630.800048828125,1680.0,1630.7900390625,1660.0,5135768
2022-12-02,1538.936279296875,1633.8800048828125,1652.989990234375,1621.199951171875,1635.0,2388390
2022-12-05,1568.15380859375,1664.9000244140625,1679.0,1649.0,1668.0,3612746
2022-12-06,1589.911376953125,1688.0,1726.9000244140625,1652.0,1655.0,4414748
2022-12-07,1586.1439208984375,1684.0,1720.0,1670.030029296875,1677.81005859375,3552626
2022-12-08,1588.9884033203125,1687.02001953125,1695.0,1665.0,1682.0,1972956
2022-12-09,1629.4708251953125,1730.0,1730.0,1682.0,1692.0,3921526
2022-12-12,1637.966796875,1739.02001953125,1766.0,1715.0,1715.8599853515625,3475517
2022-12-13,1648.30859375,1750.0,1760.68994140625,1730.0,1737.0,2138546
2022-12-14,1667.9659423828125,1770.8699951171875,1780.800048828125,1743.0,1743.0,2909840
2022-12-15,1683.1490478515625,1786.989990234375,1816.0,1780.0,1805.0,3063444
2022-12-16,1683.0362548828125,1786.8699951171875,1791.0,1743.0,1773.25,3330266
2022-12-19,1669.97216796875,1773.0,1798.800048828125,1760.1700439453125,1798.800048828125,2498710
2022-12-20,1615.3424072265625,1715.0,1765.3299560546875,1682.449951171875,1765.3299560546875,4619840
2022-12-21,1637.9478759765625,1739.0,1739.0,1717.6500244140625,1724.0,2281614
2022-12-22,1665.2626953125,1768.0,1783.0,1745.0,1756.699951171875,2317534
2022-12-23,1668.08837890625,1771.0,1782.0,1745.0,1752.4000244140625,1731921
2022-12-26,1640.8302001953125,1742.06005859375,1771.0,1735.02001953125,1771.0,2138380
2022-12-27,1653.08740234375,1733.0,1747.1500244140625,1725.5,1738.0,1790505
2022-12-28,1653.08740234375,1733.0,1747.0,1708.010009765625,1745.8800048828125,2143790
2022-12-29,1639.7330322265625,1719.0,1726.989990234375,1701.050048828125,1717.0,2241780
2022-12-30,1647.3642578125,1727.0,1752.989990234375,1727.0,1736.0,2533312
